2.545184802275636260e-01,1.469463130731182565e-01,2.004508497187473814e+00
1.469463130731182565e-01,2.545184802275636260e-01,2.004508497187473814e+00
1.799573319514991581e-17,2.938926261462365686e-01,2.004508497187473814e+00
-1.469463130731183398e-01,2.545184802275635705e-01,2.004508497187473814e+00
-2.545184802275636260e-01,1.469463130731182565e-01,2.004508497187473814e+00
-3.613808195208419449e-01,2.086433134303256332e-01,1.875448490726051354e+00
-2.086433134303257442e-01,3.613808195208418894e-01,1.875448490726051354e+00
2.555143659559462919e-17,4.172866268606513218e-01,1.875448490726051354e+00
2.086433134303256054e-01,3.613808195208419449e-01,1.875448490726051354e+00
3.613808195208419449e-01,2.086433134303256332e-01,1.875448490726051354e+00
4.221561694039918100e-01,2.437319780454558771e-01,1.711260466978157258e+00
2.437319780454558493e-01,4.221561694039918100e-01,1.711260466978157258e+00
2.984855867632205673e-17,4.874639560909118097e-01,1.711260466978157258e+00
-2.437319780454560159e-01,4.221561694039916990e-01,1.711260466978157258e+00
-4.221561694039918100e-01,2.437319780454558771e-01,1.711260466978157258e+00
-5.706339097770920521e-01,1.854101966249684652e-01,1.600000000000000089e+00
-3.526711513754838823e-01,4.854101966249684263e-01,1.600000000000000089e+00
0.000000000000000000e+00,5.999999999999999778e-01,1.600000000000000089e+00
3.526711513754838823e-01,4.854101966249684263e-01,1.600000000000000089e+00
5.706339097770920521e-01,1.854101966249684652e-01,1.600000000000000089e+00
