-2.513274122871834493e+00,0.000000000000000000e+00,1.047197551196597853e+00
-2.513274122871834493e+00,0.000000000000000000e+00,5.235987755982987046e-01
-2.513274122871834493e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.513274122871834493e+00,0.000000000000000000e+00,-5.235987755982991487e-01
-2.513274122871834493e+00,0.000000000000000000e+00,-1.047197551196597853e+00
-2.154234962461572422e+00,0.000000000000000000e+00,-1.047197551196597853e+00
-2.154234962461572422e+00,0.000000000000000000e+00,-5.235987755982991487e-01
-2.154234962461572422e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.154234962461572422e+00,0.000000000000000000e+00,5.235987755982987046e-01
-2.154234962461572422e+00,0.000000000000000000e+00,1.047197551196597853e+00
-1.795195802051310352e+00,0.000000000000000000e+00,1.047197551196597853e+00
-1.795195802051310352e+00,0.000000000000000000e+00,5.235987755982987046e-01
-1.795195802051310352e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.795195802051310352e+00,0.000000000000000000e+00,-5.235987755982991487e-01
-1.795195802051310352e+00,0.000000000000000000e+00,-1.047197551196597853e+00
-1.570796326794896558e+00,0.000000000000000000e+00,-1.256637061435917246e+00
-1.570796326794896558e+00,0.000000000000000000e+00,-6.283185307179586232e-01
-1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.570796326794896558e+00,0.000000000000000000e+00,6.283185307179586232e-01
-1.570796326794896558e+00,0.000000000000000000e+00,1.256637061435917246e+00
